complaint_id,crime_type,city,state,latitude,longitude,amount,complaint_hour,day_of_week,complaint_date,withdrawal_location,withdrawal_city,withdrawal_lat,withdrawal_lon,withdrawal_hour,distance_km,withdrawal_occurred
C03500,Investment Fraud,Delhi,Delhi,28.6139,77.209,55507,8,Friday,2026-05-01,ATM-DEL-04,Delhi,28.658952,77.251706,12,9.11,1
C03501,Online Shopping Fraud,Patna,Bihar,25.5941,85.1376,78769,21,Saturday,2026-07-18,ATM-PAT-01,Patna,25.623198,85.075842,0,3.96,1
C03502,KYC Update Fraud,Delhi,Delhi,28.6139,77.209,232677,5,Tuesday,2026-02-17,ATM-DEL-01,Delhi,28.608616,77.176793,9,17.21,1
C03503,UPI Fraud,Hyderabad,Telangana,17.385,78.4867,93821,21,Friday,2026-09-04,CSC-HYD-06,Hyderabad,17.392549,78.499082,1,5.13,1
C03504,Phishing,Patna,Bihar,25.5941,85.1376,52686,1,Monday,2026-08-24,BANK-PAT-04,Patna,25.554093,85.086124,3,7.79,1
C03505,UPI Fraud,Chandigarh,Chandigarh,30.7333,76.7794,162319,2,Wednesday,2026-04-22,ATM-CHA-02,Chandigarh,30.784608,76.762618,4,15.94,1
C03506,SIM Swap Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,68220,3,Tuesday,2026-09-08,CSC-LUC-01,Lucknow,26.897209,80.877807,4,13.51,1
C03507,Investment Fraud,Jalandhar,Punjab,31.326,75.5762,26456,21,Tuesday,2026-06-02,CSC-JAL-01,Jalandhar,31.320319,75.523676,1,3.55,1
C03508,Investment Fraud,Delhi,Delhi,28.6139,77.209,125198,19,Monday,2026-07-27,ATM-DEL-04,Delhi,28.658952,77.251706,20,6.21,1
C03509,Investment Fraud,Delhi,Delhi,28.6139,77.209,88471,16,Tuesday,2026-01-20,ATM-DEL-04,Delhi,28.658952,77.251706,22,4.15,1
C03510,SIM Swap Fraud,Hyderabad,Telangana,17.385,78.4867,103919,10,Monday,2026-04-13,BANK-HYD-01,Hyderabad,17.450011,78.546748,11,8.18,1
C03511,UPI Fraud,Patna,Bihar,25.5941,85.1376,22083,21,Wednesday,2026-06-03,ATM-PAT-02,Patna,25.650859,85.187949,22,15.76,1
C03512,Investment Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,160871,9,Saturday,2026-08-01,CSC-LUC-05,Lucknow,26.899319,80.913074,13,13.56,1
C03513,KYC Update Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,107973,8,Sunday,2026-02-01,CSC-LUC-01,Lucknow,26.897209,80.877807,13,8.69,0
C03514,SIM Swap Fraud,Patna,Bihar,25.5941,85.1376,71148,8,Thursday,2026-02-19,ATM-PAT-02,Patna,25.650859,85.187949,13,10.46,1
C03515,Phishing,Patna,Bihar,25.5941,85.1376,86100,23,Sunday,2026-04-19,ATM-PAT-03,Patna,25.596082,85.106587,4,7.75,1
C03516,SIM Swap Fraud,Chandigarh,Chandigarh,30.7333,76.7794,83990,1,Thursday,2026-05-28,BANK-CHA-03,Chandigarh,30.752296,76.760477,5,3.36,1
C03517,Phishing,Noida,Uttar Pradesh,28.5355,77.391,66337,21,Tuesday,2026-06-30,CSC-NOI-03,Noida,28.535392,77.444856,22,6.25,1
C03518,Investment Fraud,Jalandhar,Punjab,31.326,75.5762,83006,9,Wednesday,2026-07-08,CSC-JAL-01,Jalandhar,31.320319,75.523676,15,15.69,0
C03519,UPI Fraud,Chandigarh,Chandigarh,30.7333,76.7794,127417,20,Thursday,2026-03-19,ATM-CHA-02,Chandigarh,30.784608,76.762618,2,9.91,1
C03520,KYC Update Fraud,Bengaluru,Karnataka,12.9716,77.5946,10986,10,Monday,2026-02-23,ATM-BEN-04,Bengaluru,12.919575,77.59114,12,5.62,0
C03521,Job Scam,Jaipur,Rajasthan,26.9124,75.7873,61445,5,Sunday,2026-09-13,BANK-JAI-06,Jaipur,26.925824,75.782827,11,2.97,1
C03522,UPI Fraud,Ludhiana,Punjab,30.901,75.8573,116685,23,Wednesday,2026-03-04,ATM-LUD-01,Ludhiana,30.893889,75.826247,5,16.84,1
C03523,Job Scam,Jaipur,Rajasthan,26.9124,75.7873,58788,20,Monday,2026-06-29,CSC-JAI-01,Jaipur,26.902381,75.798995,2,5.97,1
C03524,SIM Swap Fraud,Amritsar,Punjab,31.634,74.8723,43310,16,Monday,2026-09-07,ATM-AMR-05,Amritsar,31.63475,74.806015,19,4.05,1
C03525,SIM Swap Fraud,Patna,Bihar,25.5941,85.1376,25993,2,Sunday,2026-07-12,ATM-PAT-02,Patna,25.650859,85.187949,8,16.87,1
C03526,KYC Update Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,36486,20,Friday,2026-05-22,CSC-LUC-02,Lucknow,26.792737,81.00007,22,3.07,0
C03527,SIM Swap Fraud,Patna,Bihar,25.5941,85.1376,58252,14,Sunday,2026-03-29,BANK-PAT-04,Patna,25.554093,85.086124,15,5.44,1
C03528,KYC Update Fraud,Hyderabad,Telangana,17.385,78.4867,56713,6,Wednesday,2026-05-06,ATM-HYD-05,Hyderabad,17.346458,78.464032,7,5.43,1
C03529,UPI Fraud,Hyderabad,Telangana,17.385,78.4867,24590,13,Sunday,2026-05-10,CSC-HYD-06,Hyderabad,17.392549,78.499082,17,10.28,1
C03530,Job Scam,Ludhiana,Punjab,30.901,75.8573,51875,23,Wednesday,2026-07-01,BANK-LUD-03,Ludhiana,30.878635,75.809067,3,10.58,0
C03531,KYC Update Fraud,Ludhiana,Punjab,30.901,75.8573,59271,13,Tuesday,2026-06-02,BANK-LUD-05,Ludhiana,30.949649,75.871822,15,8.11,1
C03532,KYC Update Fraud,Noida,Uttar Pradesh,28.5355,77.391,165447,14,Wednesday,2026-06-03,CSC-NOI-02,Noida,28.588191,77.365055,20,2.3,1
C03533,Job Scam,Mumbai,Maharashtra,19.076,72.8777,89213,5,Friday,2026-05-15,ATM-MUM-04,Mumbai,19.081513,72.916708,11,4.6,0
C03534,Loan Scam,Jalandhar,Punjab,31.326,75.5762,45452,5,Thursday,2026-09-03,BANK-JAL-02,Jalandhar,31.267032,75.547245,9,1.7,1
C03535,KYC Update Fraud,Delhi,Delhi,28.6139,77.209,24031,9,Sunday,2026-08-16,ATM-DEL-04,Delhi,28.658952,77.251706,10,6.18,1
C03536,Investment Fraud,Hyderabad,Telangana,17.385,78.4867,153654,20,Friday,2026-03-06,BANK-HYD-01,Hyderabad,17.450011,78.546748,1,5.96,1
C03537,KYC Update Fraud,Ludhiana,Punjab,30.901,75.8573,49901,10,Tuesday,2026-04-28,BANK-LUD-05,Ludhiana,30.949649,75.871822,13,1.49,1
C03538,Online Shopping Fraud,Delhi,Delhi,28.6139,77.209,125709,11,Friday,2026-05-29,CSC-DEL-02,Delhi,28.640243,77.169746,17,3.64,1
C03539,SIM Swap Fraud,Amritsar,Punjab,31.634,74.8723,149703,4,Monday,2026-06-22,BANK-AMR-04,Amritsar,31.56845,74.815417,6,5.85,0
C03540,UPI Fraud,Bengaluru,Karnataka,12.9716,77.5946,20456,23,Wednesday,2026-07-22,CSC-BEN-05,Bengaluru,12.924718,77.598474,4,7.44,1
C03541,KYC Update Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,121271,18,Tuesday,2026-06-16,BANK-LUC-04,Lucknow,26.837567,80.939721,0,17.72,1
C03542,Investment Fraud,Jaipur,Rajasthan,26.9124,75.7873,28598,16,Sunday,2026-01-25,CSC-JAI-05,Jaipur,26.901502,75.726194,20,13.13,0
C03543,SIM Swap Fraud,Jaipur,Rajasthan,26.9124,75.7873,53403,16,Wednesday,2026-01-14,CSC-JAI-01,Jaipur,26.902381,75.798995,21,14.3,0
C03544,Job Scam,Hyderabad,Telangana,17.385,78.4867,67597,23,Saturday,2026-05-23,BANK-HYD-04,Hyderabad,17.440946,78.479908,0,3.08,1
C03545,UPI Fraud,Patna,Bihar,25.5941,85.1376,49295,0,Wednesday,2026-02-11,ATM-PAT-02,Patna,25.650859,85.187949,5,7.46,1
C03546,Online Shopping Fraud,Mumbai,Maharashtra,19.076,72.8777,54775,6,Friday,2026-06-26,ATM-MUM-01,Mumbai,19.077075,72.822598,7,13.36,0
C03547,Phishing,Ludhiana,Punjab,30.901,75.8573,95587,12,Sunday,2026-08-23,BANK-LUD-04,Ludhiana,30.845309,75.84049,17,3.21,0
C03548,Phishing,Noida,Uttar Pradesh,28.5355,77.391,73202,19,Monday,2026-08-24,CSC-NOI-03,Noida,28.535392,77.444856,1,12.9,0
C03549,UPI Fraud,Patna,Bihar,25.5941,85.1376,96028,2,Monday,2026-07-06,BANK-PAT-04,Patna,25.554093,85.086124,5,9.53,1
C03550,UPI Fraud,Noida,Uttar Pradesh,28.5355,77.391,39359,20,Friday,2026-08-21,BANK-NOI-01,Noida,28.474766,77.448839,23,7.53,1
C03551,Phishing,Jalandhar,Punjab,31.326,75.5762,83081,15,Saturday,2026-03-07,CSC-JAL-01,Jalandhar,31.320319,75.523676,19,14.95,1
C03552,Loan Scam,Mumbai,Maharashtra,19.076,72.8777,105472,12,Saturday,2026-04-25,BANK-MUM-06,Mumbai,19.008727,72.937774,17,10.45,1
C03553,KYC Update Fraud,Chandigarh,Chandigarh,30.7333,76.7794,123251,13,Sunday,2026-02-22,CSC-CHA-05,Chandigarh,30.794432,76.800125,17,6.88,1
C03554,Job Scam,Jaipur,Rajasthan,26.9124,75.7873,299603,2,Monday,2026-09-14,CSC-JAI-01,Jaipur,26.902381,75.798995,6,7.79,1
C03555,SIM Swap Fraud,Mumbai,Maharashtra,19.076,72.8777,197412,8,Thursday,2026-08-06,CSC-MUM-03,Mumbai,19.033848,72.860048,9,17.92,1
C03556,KYC Update Fraud,Noida,Uttar Pradesh,28.5355,77.391,19349,20,Tuesday,2026-05-05,CSC-NOI-03,Noida,28.535392,77.444856,23,17.0,0
C03557,KYC Update Fraud,Hyderabad,Telangana,17.385,78.4867,164611,22,Friday,2026-09-04,CSC-HYD-02,Hyderabad,17.411581,78.516513,1,6.11,1
C03558,Phishing,Patna,Bihar,25.5941,85.1376,159424,18,Wednesday,2026-01-14,ATM-PAT-02,Patna,25.650859,85.187949,21,4.04,1
C03559,Loan Scam,Delhi,Delhi,28.6139,77.209,32612,18,Sunday,2026-08-30,ATM-DEL-01,Delhi,28.608616,77.176793,23,0.59,1
C03560,UPI Fraud,Noida,Uttar Pradesh,28.5355,77.391,81519,20,Friday,2026-08-28,CSC-NOI-04,Noida,28.529739,77.358083,23,0.54,1
C03561,Phishing,Jaipur,Rajasthan,26.9124,75.7873,56914,9,Saturday,2026-02-14,BANK-JAI-02,Jaipur,26.873105,75.856955,15,11.77,1
C03562,KYC Update Fraud,Delhi,Delhi,28.6139,77.209,55150,0,Thursday,2026-07-02,CSC-DEL-02,Delhi,28.640243,77.169746,3,2.6,1
C03563,UPI Fraud,Jaipur,Rajasthan,26.9124,75.7873,91362,7,Thursday,2026-07-16,BANK-JAI-06,Jaipur,26.925824,75.782827,10,6.46,1
C03564,UPI Fraud,Hyderabad,Telangana,17.385,78.4867,82922,20,Sunday,2026-04-26,BANK-HYD-04,Hyderabad,17.440946,78.479908,22,2.78,1
C03565,Loan Scam,Noida,Uttar Pradesh,28.5355,77.391,52088,22,Saturday,2026-09-19,CSC-NOI-03,Noida,28.535392,77.444856,2,15.72,0
C03566,Job Scam,Delhi,Delhi,28.6139,77.209,128299,10,Tuesday,2026-07-28,ATM-DEL-01,Delhi,28.608616,77.176793,16,4.9,1
C03567,UPI Fraud,Patna,Bihar,25.5941,85.1376,94042,19,Wednesday,2026-05-20,BANK-PAT-04,Patna,25.554093,85.086124,1,9.08,1
C03568,Phishing,Noida,Uttar Pradesh,28.5355,77.391,31769,0,Thursday,2026-06-04,ATM-NOI-05,Noida,28.569798,77.396457,4,10.56,0
C03569,Phishing,Chandigarh,Chandigarh,30.7333,76.7794,135031,21,Saturday,2026-09-12,CSC-CHA-06,Chandigarh,30.752197,76.78418,2,9.96,1
C03570,Online Shopping Fraud,Ludhiana,Punjab,30.901,75.8573,48901,9,Thursday,2026-02-19,BANK-LUD-04,Ludhiana,30.845309,75.84049,13,7.12,1
C03571,Investment Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,65661,2,Friday,2026-02-27,BANK-LUC-04,Lucknow,26.837567,80.939721,4,10.81,1
C03572,Online Shopping Fraud,Jalandhar,Punjab,31.326,75.5762,71530,22,Wednesday,2026-07-01,CSC-JAL-01,Jalandhar,31.320319,75.523676,4,11.47,0
C03573,KYC Update Fraud,Bengaluru,Karnataka,12.9716,77.5946,18221,12,Tuesday,2026-03-03,ATM-BEN-04,Bengaluru,12.919575,77.59114,18,1.96,1
C03574,Online Shopping Fraud,Delhi,Delhi,28.6139,77.209,52797,23,Wednesday,2026-07-15,ATM-DEL-04,Delhi,28.658952,77.251706,0,6.19,0
C03575,Phishing,Delhi,Delhi,28.6139,77.209,73184,2,Thursday,2026-07-09,ATM-DEL-04,Delhi,28.658952,77.251706,5,13.37,1
C03576,Job Scam,Noida,Uttar Pradesh,28.5355,77.391,109573,19,Saturday,2026-02-14,CSC-NOI-02,Noida,28.588191,77.365055,0,16.8,0
C03577,UPI Fraud,Mumbai,Maharashtra,19.076,72.8777,24250,16,Monday,2026-05-11,CSC-MUM-05,Mumbai,19.134589,72.891552,20,14.6,1
C03578,SIM Swap Fraud,Bengaluru,Karnataka,12.9716,77.5946,231670,20,Tuesday,2026-06-16,ATM-BEN-01,Bengaluru,12.90971,77.647521,22,12.78,1
C03579,Phishing,Hyderabad,Telangana,17.385,78.4867,97482,12,Tuesday,2026-06-09,CSC-HYD-02,Hyderabad,17.411581,78.516513,15,5.3,1
C03580,SIM Swap Fraud,Noida,Uttar Pradesh,28.5355,77.391,349228,15,Saturday,2026-02-14,CSC-NOI-02,Noida,28.588191,77.365055,19,9.74,1
C03581,Loan Scam,Patna,Bihar,25.5941,85.1376,96368,1,Friday,2026-06-26,ATM-PAT-02,Patna,25.650859,85.187949,6,15.71,0
C03582,KYC Update Fraud,Jalandhar,Punjab,31.326,75.5762,73441,0,Tuesday,2026-06-23,CSC-JAL-03,Jalandhar,31.342593,75.626839,5,11.76,1
C03583,UPI Fraud,Jalandhar,Punjab,31.326,75.5762,62049,2,Thursday,2026-08-13,CSC-JAL-01,Jalandhar,31.320319,75.523676,4,12.55,1
C03584,Investment Fraud,Bengaluru,Karnataka,12.9716,77.5946,109154,14,Tuesday,2026-09-08,ATM-BEN-04,Bengaluru,12.919575,77.59114,20,3.1,1
C03585,SIM Swap Fraud,Jalandhar,Punjab,31.326,75.5762,64899,12,Friday,2026-03-06,CSC-JAL-03,Jalandhar,31.342593,75.626839,18,16.43,0
C03586,Job Scam,Ludhiana,Punjab,30.901,75.8573,199112,15,Friday,2026-07-17,BANK-LUD-05,Ludhiana,30.949649,75.871822,21,12.44,0
C03587,Job Scam,Delhi,Delhi,28.6139,77.209,70511,20,Friday,2026-04-10,ATM-DEL-04,Delhi,28.658952,77.251706,0,3.08,0
C03588,SIM Swap Fraud,Patna,Bihar,25.5941,85.1376,97851,14,Wednesday,2026-07-29,BANK-PAT-04,Patna,25.554093,85.086124,19,16.19,1
C03589,Online Shopping Fraud,Chandigarh,Chandigarh,30.7333,76.7794,49268,2,Saturday,2026-01-17,BANK-CHA-04,Chandigarh,30.713038,76.803225,3,10.86,1
C03590,UPI Fraud,Delhi,Delhi,28.6139,77.209,48278,15,Friday,2026-04-17,BANK-DEL-03,Delhi,28.661899,77.24764,17,14.38,0
C03591,Phishing,Patna,Bihar,25.5941,85.1376,17102,0,Sunday,2026-09-20,ATM-PAT-02,Patna,25.650859,85.187949,4,4.72,1
C03592,Phishing,Amritsar,Punjab,31.634,74.8723,153330,14,Friday,2026-04-24,CSC-AMR-03,Amritsar,31.688905,74.814471,20,17.2,1
C03593,Job Scam,Noida,Uttar Pradesh,28.5355,77.391,58464,15,Monday,2026-05-04,BANK-NOI-01,Noida,28.474766,77.448839,16,15.53,0
C03594,UPI Fraud,Ludhiana,Punjab,30.901,75.8573,65037,20,Monday,2026-07-13,BANK-LUD-04,Ludhiana,30.845309,75.84049,1,6.55,1
C03595,Online Shopping Fraud,Amritsar,Punjab,31.634,74.8723,125467,22,Thursday,2026-07-30,BANK-AMR-04,Amritsar,31.56845,74.815417,0,10.07,0
C03596,Loan Scam,Jalandhar,Punjab,31.326,75.5762,57135,18,Monday,2026-02-23,BANK-JAL-02,Jalandhar,31.267032,75.547245,0,6.27,0
C03597,Phishing,Jalandhar,Punjab,31.326,75.5762,48599,14,Saturday,2026-01-31,CSC-JAL-04,Jalandhar,31.28292,75.515938,15,16.64,1
C03598,Phishing,Jalandhar,Punjab,31.326,75.5762,90200,16,Tuesday,2026-01-20,CSC-JAL-04,Jalandhar,31.28292,75.515938,20,9.7,1
C03599,UPI Fraud,Noida,Uttar Pradesh,28.5355,77.391,104854,11,Monday,2026-04-20,CSC-NOI-02,Noida,28.588191,77.365055,15,2.31,1
C03600,KYC Update Fraud,Chandigarh,Chandigarh,30.7333,76.7794,36444,0,Saturday,2026-04-11,ATM-CHA-02,Chandigarh,30.784608,76.762618,4,10.54,1
C03601,Online Shopping Fraud,Amritsar,Punjab,31.634,74.8723,93034,22,Wednesday,2026-01-14,ATM-AMR-01,Amritsar,31.567502,74.840804,4,8.84,0
C03602,Job Scam,Hyderabad,Telangana,17.385,78.4867,172117,6,Thursday,2026-09-10,ATM-HYD-05,Hyderabad,17.346458,78.464032,9,12.98,0
C03603,Online Shopping Fraud,Bengaluru,Karnataka,12.9716,77.5946,104706,4,Monday,2026-02-02,ATM-BEN-02,Bengaluru,12.913591,77.592639,6,3.0,0
C03604,Online Shopping Fraud,Chandigarh,Chandigarh,30.7333,76.7794,52568,16,Wednesday,2026-03-11,CSC-CHA-05,Chandigarh,30.794432,76.800125,22,12.17,0
C03605,Job Scam,Mumbai,Maharashtra,19.076,72.8777,51623,20,Tuesday,2026-09-08,CSC-MUM-05,Mumbai,19.134589,72.891552,23,7.41,1
C03606,Job Scam,Bengaluru,Karnataka,12.9716,77.5946,102449,15,Friday,2026-08-21,ATM-BEN-03,Bengaluru,13.038518,77.599179,19,13.64,1
C03607,Investment Fraud,Jaipur,Rajasthan,26.9124,75.7873,121872,21,Wednesday,2026-09-02,CSC-JAI-03,Jaipur,26.911492,75.82311,3,15.02,1
C03608,KYC Update Fraud,Chandigarh,Chandigarh,30.7333,76.7794,73097,0,Saturday,2026-07-04,ATM-CHA-01,Chandigarh,30.77153,76.847331,6,11.22,1
C03609,Phishing,Chandigarh,Chandigarh,30.7333,76.7794,45119,20,Sunday,2026-08-16,BANK-CHA-03,Chandigarh,30.752296,76.760477,2,12.22,1
C03610,UPI Fraud,Delhi,Delhi,28.6139,77.209,154320,0,Sunday,2026-03-01,ATM-DEL-01,Delhi,28.608616,77.176793,4,15.33,1
C03611,SIM Swap Fraud,Jalandhar,Punjab,31.326,75.5762,35484,19,Wednesday,2026-01-28,BANK-JAL-02,Jalandhar,31.267032,75.547245,20,4.39,1
C03612,UPI Fraud,Delhi,Delhi,28.6139,77.209,66450,2,Saturday,2026-03-21,ATM-DEL-01,Delhi,28.608616,77.176793,3,10.96,1
C03613,KYC Update Fraud,Noida,Uttar Pradesh,28.5355,77.391,103051,0,Saturday,2026-05-09,CSC-NOI-03,Noida,28.535392,77.444856,1,0.81,1
C03614,UPI Fraud,Patna,Bihar,25.5941,85.1376,60673,21,Saturday,2026-01-03,ATM-PAT-02,Patna,25.650859,85.187949,0,11.59,1
C03615,Investment Fraud,Jaipur,Rajasthan,26.9124,75.7873,117338,17,Monday,2026-07-06,BANK-JAI-02,Jaipur,26.873105,75.856955,21,4.97,1
C03616,Online Shopping Fraud,Amritsar,Punjab,31.634,74.8723,71108,21,Monday,2026-04-06,BANK-AMR-04,Amritsar,31.56845,74.815417,1,7.63,0
C03617,Online Shopping Fraud,Amritsar,Punjab,31.634,74.8723,166555,16,Sunday,2026-05-31,CSC-AMR-03,Amritsar,31.688905,74.814471,19,1.74,1
C03618,Loan Scam,Amritsar,Punjab,31.634,74.8723,16959,1,Sunday,2026-08-30,ATM-AMR-06,Amritsar,31.664243,74.900485,3,11.35,0
C03619,Loan Scam,Lucknow,Uttar Pradesh,26.8467,80.9462,130104,10,Wednesday,2026-03-25,CSC-LUC-05,Lucknow,26.899319,80.913074,13,11.35,0
C03620,Phishing,Mumbai,Maharashtra,19.076,72.8777,37882,21,Saturday,2026-07-25,BANK-MUM-06,Mumbai,19.008727,72.937774,23,4.96,1
C03621,Job Scam,Patna,Bihar,25.5941,85.1376,187113,22,Monday,2026-07-06,BANK-PAT-04,Patna,25.554093,85.086124,2,16.15,0
C03622,Phishing,Delhi,Delhi,28.6139,77.209,58013,19,Thursday,2026-01-01,BANK-DEL-03,Delhi,28.661899,77.24764,0,8.72,0
C03623,Job Scam,Chandigarh,Chandigarh,30.7333,76.7794,174857,22,Sunday,2026-01-04,ATM-CHA-01,Chandigarh,30.77153,76.847331,23,8.47,1
C03624,UPI Fraud,Chandigarh,Chandigarh,30.7333,76.7794,46982,1,Saturday,2026-02-28,ATM-CHA-01,Chandigarh,30.77153,76.847331,5,12.06,1
C03625,Phishing,Hyderabad,Telangana,17.385,78.4867,69014,2,Friday,2026-08-21,BANK-HYD-04,Hyderabad,17.440946,78.479908,5,4.89,1
C03626,Phishing,Bengaluru,Karnataka,12.9716,77.5946,183752,6,Friday,2026-06-12,ATM-BEN-04,Bengaluru,12.919575,77.59114,10,10.09,0
C03627,Phishing,Delhi,Delhi,28.6139,77.209,30275,11,Wednesday,2026-03-04,BANK-DEL-03,Delhi,28.661899,77.24764,13,17.3,0
C03628,Phishing,Ludhiana,Punjab,30.901,75.8573,276360,22,Sunday,2026-05-10,BANK-LUD-04,Ludhiana,30.845309,75.84049,1,2.86,1
C03629,Online Shopping Fraud,Mumbai,Maharashtra,19.076,72.8777,377936,4,Friday,2026-03-06,CSC-MUM-03,Mumbai,19.033848,72.860048,5,2.54,1
C03630,SIM Swap Fraud,Ludhiana,Punjab,30.901,75.8573,113371,5,Saturday,2026-09-19,BANK-LUD-05,Ludhiana,30.949649,75.871822,7,14.62,1
C03631,Loan Scam,Patna,Bihar,25.5941,85.1376,63801,4,Wednesday,2026-03-18,ATM-PAT-01,Patna,25.623198,85.075842,10,15.27,0
C03632,Job Scam,Jaipur,Rajasthan,26.9124,75.7873,31242,2,Tuesday,2026-06-16,CSC-JAI-03,Jaipur,26.911492,75.82311,4,10.57,1
C03633,UPI Fraud,Jaipur,Rajasthan,26.9124,75.7873,92980,18,Monday,2026-06-15,ATM-JAI-04,Jaipur,26.863798,75.739697,19,13.45,0
C03634,Phishing,Hyderabad,Telangana,17.385,78.4867,70644,23,Wednesday,2026-01-07,CSC-HYD-06,Hyderabad,17.392549,78.499082,4,13.56,1
C03635,UPI Fraud,Jaipur,Rajasthan,26.9124,75.7873,17185,15,Friday,2026-02-27,BANK-JAI-06,Jaipur,26.925824,75.782827,20,15.5,1
C03636,KYC Update Fraud,Delhi,Delhi,28.6139,77.209,51055,21,Saturday,2026-06-06,ATM-DEL-04,Delhi,28.658952,77.251706,23,4.7,1
C03637,UPI Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,254080,19,Wednesday,2026-02-18,BANK-LUC-03,Lucknow,26.884304,80.923825,22,1.16,0
C03638,Investment Fraud,Bengaluru,Karnataka,12.9716,77.5946,36811,0,Monday,2026-08-31,ATM-BEN-04,Bengaluru,12.919575,77.59114,6,10.16,0
C03639,UPI Fraud,Delhi,Delhi,28.6139,77.209,160430,2,Friday,2026-07-03,BANK-DEL-03,Delhi,28.661899,77.24764,5,0.88,1
C03640,Online Shopping Fraud,Bengaluru,Karnataka,12.9716,77.5946,115042,0,Tuesday,2026-09-15,CSC-BEN-05,Bengaluru,12.924718,77.598474,4,1.18,0
C03641,Online Shopping Fraud,Patna,Bihar,25.5941,85.1376,34457,1,Thursday,2026-05-28,ATM-PAT-03,Patna,25.596082,85.106587,2,0.92,0
C03642,SIM Swap Fraud,Patna,Bihar,25.5941,85.1376,245544,20,Wednesday,2026-04-01,ATM-PAT-01,Patna,25.623198,85.075842,2,7.27,1
C03643,Phishing,Ludhiana,Punjab,30.901,75.8573,65246,23,Wednesday,2026-03-18,BANK-LUD-05,Ludhiana,30.949649,75.871822,0,2.77,1
C03644,Investment Fraud,Jalandhar,Punjab,31.326,75.5762,56223,23,Monday,2026-05-04,CSC-JAL-03,Jalandhar,31.342593,75.626839,2,0.34,1
C03645,Loan Scam,Chandigarh,Chandigarh,30.7333,76.7794,69308,1,Saturday,2026-08-08,BANK-CHA-03,Chandigarh,30.752296,76.760477,7,1.93,1
C03646,KYC Update Fraud,Jalandhar,Punjab,31.326,75.5762,92556,2,Friday,2026-09-11,CSC-JAL-04,Jalandhar,31.28292,75.515938,5,15.57,1
C03647,Job Scam,Ludhiana,Punjab,30.901,75.8573,139251,0,Thursday,2026-03-19,BANK-LUD-03,Ludhiana,30.878635,75.809067,2,11.8,1
C03648,Job Scam,Bengaluru,Karnataka,12.9716,77.5946,45570,9,Sunday,2026-03-15,ATM-BEN-03,Bengaluru,13.038518,77.599179,15,4.3,0
C03649,UPI Fraud,Hyderabad,Telangana,17.385,78.4867,112916,9,Monday,2026-07-06,ATM-HYD-05,Hyderabad,17.346458,78.464032,15,14.47,1
C03650,SIM Swap Fraud,Chandigarh,Chandigarh,30.7333,76.7794,31677,19,Monday,2026-06-01,BANK-CHA-04,Chandigarh,30.713038,76.803225,23,2.94,1
C03651,Phishing,Hyderabad,Telangana,17.385,78.4867,43253,23,Wednesday,2026-08-05,CSC-HYD-02,Hyderabad,17.411581,78.516513,0,5.97,1
C03652,Phishing,Hyderabad,Telangana,17.385,78.4867,31532,18,Sunday,2026-05-03,BANK-HYD-03,Hyderabad,17.454321,78.507683,19,17.04,0
C03653,Job Scam,Jalandhar,Punjab,31.326,75.5762,46177,23,Monday,2026-07-27,BANK-JAL-02,Jalandhar,31.267032,75.547245,4,3.51,0
C03654,KYC Update Fraud,Amritsar,Punjab,31.634,74.8723,166530,14,Friday,2026-05-08,ATM-AMR-06,Amritsar,31.664243,74.900485,20,10.49,1
C03655,Investment Fraud,Ludhiana,Punjab,30.901,75.8573,83495,0,Thursday,2026-09-03,BANK-LUD-05,Ludhiana,30.949649,75.871822,3,3.93,1
C03656,Investment Fraud,Ludhiana,Punjab,30.901,75.8573,39956,11,Friday,2026-02-27,ATM-LUD-01,Ludhiana,30.893889,75.826247,16,9.43,0
C03657,Investment Fraud,Bengaluru,Karnataka,12.9716,77.5946,131771,0,Monday,2026-08-17,CSC-BEN-05,Bengaluru,12.924718,77.598474,5,9.94,0
C03658,UPI Fraud,Chandigarh,Chandigarh,30.7333,76.7794,54810,12,Sunday,2026-04-12,ATM-CHA-02,Chandigarh,30.784608,76.762618,18,9.92,1
C03659,KYC Update Fraud,Chandigarh,Chandigarh,30.7333,76.7794,61050,19,Sunday,2026-02-01,BANK-CHA-03,Chandigarh,30.752296,76.760477,22,5.84,1
C03660,UPI Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,85354,8,Thursday,2026-01-08,BANK-LUC-03,Lucknow,26.884304,80.923825,11,10.07,1
C03661,UPI Fraud,Ludhiana,Punjab,30.901,75.8573,75429,16,Thursday,2026-04-02,ATM-LUD-02,Ludhiana,30.937233,75.809652,18,13.21,1
C03662,KYC Update Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,105182,23,Thursday,2026-03-26,CSC-LUC-01,Lucknow,26.897209,80.877807,3,17.86,1
C03663,Phishing,Delhi,Delhi,28.6139,77.209,123943,22,Sunday,2026-06-14,ATM-DEL-04,Delhi,28.658952,77.251706,0,12.35,1
